PB_ID,EX_ID,PB_NUM,PB_QUES,PB_DETAIL,PB_CHOI1,PB_CHOI2,PB_CHOI3,PB_CHOI4,PB_ANS,PB_SOLU,PB_CR,PB_TOPIC
,7,44,E-R 모델에서 다중값 속성의 표기법은?,,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m44b1.gif,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m44b2.gif,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m44b3.gif,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m44b4.gif,3,,78,
,7,45,다른 릴레이션의 기본키를 참조하는 키를 의미하는 것은?,,필드키,슈퍼키,외래키,후보키,3,,74,
,7,46,관계해석에서 '모든 것에 대하여'의 의미를 나타내는 논리 기호는?,,∃,∈,∀,⊂,3,,67,
,7,47,다음 릴레이션의 Degree와 Cardinality는?,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m47.gif,"Degree : 4, Cardinality : 3","Degree : 3, Cardinality : 4","Degree : 3, Cardinality : 12","Degree : 12, Cardinality : 3",1,,64,
,7,48,뷰(View)에 대한 설명으로 틀린 것은?,,뷰 위에 또 다른 뷰를 정의할 수 있다.,DBA는 보안성 측면에서 뷰를 활용할 수 있다.,사용자가 필요한 정보를 요구에 맞게 가공하여 뷰로 만들 수 있다.,"SQL을 사용하면 뷰에 대한 삽입, 갱신, 삭제 연산 시 제약 사항이 없다.",4,,77,
,7,49,관계 대수식을 SQL 질의로 옳게 표현한 것은?,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m49.gif,SELECT 학생 FROM 이름 WHERE 학과='교육';,SELECT 이름 FROM 학생 WHERE 학과='교육';,SELECT 교육 FROM 학과 WHERE 이름='학생';,SELECT 학과 FROM 학생 WHERE 이름='교육';,2,,67,
,7,50,정규화 과정에서 함수 종속이 A→B 이고 B→C 일 때 A→C인 관계를 제거하는 단계는?,,1NF → 2NF,2NF → 3NF,3NF → BCNF,BCNF → 4NF,2,,58,
,7,51,CREATE TABLE문에 포함되지 않는 기능은?,,속성 타입 변경,속성의 NOT NULL 여부 지정,기본키를 구성하는 속성 지정,CHECK 제약조건의 정의,1,,57,
,7,52,SQL과 관련한 설명으로 틀린 것은?,,REVOKE 키워드를 사용하여 열 이름을 다시 부여할 수 있다.,"데이터 정의어는 기본 테이블, 뷰 테이블, 또는 인덱스 등을 생성, 변경, 제거하는데 사용되는 명령어이다.",DISTINCT를 활용하여 중복 값을 제거할 수 있다.,JOIN을 통해 여러 테이블의 레코드를 조합하여 표현할 수 있다.,1,,67,
,7,53,다음 SQL문의 실행결과로 생성되는 튜플 수는?,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m53.gif,1,3,4,5,4,,75,
,7,54,다음 SQL문에서 사용된 BETWEEN 연산의 의미와 동일한 것은?,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m54.gif,점수 ＞= 90 AND 점수 ＜= 95,점수 ＞ 90 AND 점수 ＜ 95,점수 ＞ 90 AND 점수 ＜= 95,점수 ＞= 90 AND 점수 ＜ 95,1,,73,
,7,55,트랜잭션의 상태 중 트랜잭션의 수행이 실패하여 Rollback 연산을 실행한 상태는?,,철회(Aborted),부분 완료(Partially Committed),완료(Commit),실패(Fail),1,,69,
,7,56,데이터 제어어(DCL)에 대한 설명으로 옳은 것은?,,ROLLBACK : 데이터의 보안과 무결성을 정의한다.,COMMIT : 데이터베이스 사용자의 사용 권한을 취소한다.,GRANT : 데이터베이스 사용자의 사용 권한을 부여한다.,REVOKE : 데이터베이스 조작 작업이 비정상적으로 종료되었을 때 원래 상태로 복구한다.,3,,76,
,7,57,"테이블 R과 S에 대한 SQL에 대한 SQL문이 실행되었을 때, 실행결과로 옳은 것은?",https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m57.gif,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m57b1.gif,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m57b2.gif,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m57b3.gif,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m57b4.gif,4,,73,
,7,58,분산 데이터베이스 시스템(Distributed Database System)에 대한 설명으로 틀린 것은?,,분산 데이터베이스는 논리적으로는 하나의 시스템에 속하지만 물리적으로는 여러 개의 컴퓨터 사이트에 분산되어 있다.,"위치 투명성, 중복 투명성, 병행 투명성, 장애 투명성을 목표로 한다.","데이터베이스의 설계가 비교적 어렵고, 개발 비용과 처리 비용이 증가한다는 단점이 있다.","분산 데이터베이스 시스템의 주요 구성 요소는 분산 처리기, P2P 시스템, 단일 데이터베이스 등이 있다.",4,,49,
,7,59,"테이블 두 개를 조인하여 뷰 V_1을 정의하고, V_1을 이용하여 뷰 V_2를 정의하였다. 다음 명령 수행 후 결과로 옳은 것은?",https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m59.gif,V_1만 삭제된다.,V_2만 삭제된다.,V_1과 V_2 모두 삭제된다.,V_1과 V_2 모두 삭제되지 않는다.,3,,73,
,7,60,데이터베이스에서 병행제어의 목적으로 틀린 것은?,,시스템 활용도 최대화,사용자에 대한 응답시간 최소화,데이터베이스 공유 최소화,데이터베이스 일관성 유지,3,,70,
,7,61,IP 주소체계와 관련한 설명으로 틀린 것은?,,IPv6의 패킷 헤더는 32 octet의 고정된 길이를 가진다.,IPv6는 주소 자동설정(Auto Configuration) 기능을 통해 손쉽게 이용자의 단말을 네트워크에 접속시킬 수 있다.,IPv4는 호스트 주소를 자동으로 설정하며 유니캐스트(Unicast)를 지원한다.,IPv4는 클래스별로 네트워크와 호스트 주소의 길이가 다르다.,1,,57,
,7,62,"다음 C언어 프로그램이 실행되었을 때, 실행 결과는?",https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m62.gif,"7, 5","8, 5","8, 9","7, 9",3,,42,
,7,63,OSI 7계층 중 데이터링크 계층에 해당되는 프로토콜이 아닌 것은?,,HTTP,HDLC,PPP,LLC,1,,62,
,7,64,"C언어에서 두 개의 논리 값 중 하나라도 참이면 1을, 모두 거짓이면 0을 반환하는 연산자는?",,||,&&,**,!=,1,,73,
,7,65,IPv6에 대한 특성으로 틀린 것은?,,표시방법은 8비트씩 4부분의 10진수로 표시한다.,2128개의 주소를 표현할 수 있다.,"등급별, 서비스별로 패킷을 구분할 수 있어 품질보장이 용이하다.",확장기능을 통해 보안기능을 제공한다.,1,,69,
,7,66,JAVA의 예외(exception)와 관련한 설명으로 틀린 것은?,,문법 오류로 인해 발생한 것,오동작이나 결과에 악영향을 미칠 수 있는 실행 시간 동안에 발생한 오류,배열의 인덱스가 그 범위를 넘어서는 경우 발생하는 오류,존재하지 않는 파일을 읽으려고 하는 경우에 발생하는 오류,1,,55,
,7,67,TCP/IP 계층 구조에서 IP의 동작 과정에서의 전송 오류가 발생하는 경우에 대비해 오류 정보를 전송하는 목적으로 사용하는 프로토콜은?,,ECP(Error Checking Protocol),ARP(Address Resolution Protocol),ICMP(Internet Control Message Protocol),PPP(Point-to-Point Protocol),3,,42,
,7,68,좋은 소프트웨어 설계를 위한 소프트웨어의 모듈간의 결합도(Coupling)와 모듈 내 요소 간 응집도(Cohesion)에 대한 설명으로 옳은 것은?,,응집도는 낮게 결합도는 높게 설계한다.,응집도는 높게 결합도는 낮게 설계한다.,양쪽 모두 낮게 설계한다.,양쪽 모두 높게 설계한다.,2,,71,
,7,69,다음과 같은 형태로 임계 구역의 접근을 제어하는 상호배제 기법은?,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m69.gif,Dekker Algorithm,Lamport Algorithm,Peterson Algorithm,Semaphore,4,,47,
,7,70,소프트웨어 개발에서 모듈(Module)이 되기 위한 주요 특징에 해당하지 않는 것은?,,다른 것들과 구별될 수 있는 독립적인 기능을 가진 단위(Unit)이다.,독립적인 컴파일이 가능하다.,유일한 이름을 가져야 한다.,다른 모듈에서의 접근이 불가능해야 한다.,4,,73,
,7,71,"빈 기억공간의 크기가 20KB, 16KB, 8KB, 40KB 일 때 기억장치 배치 전략으로 “Best Fit""을 사용하여 17KB의 프로그램을 적재할 경우 내부단편화의 크기는 얼마인가?",,3KB,23KB,64KB,67KB,1,,73,
,7,72,"다음 C언어프로그램이 실행되었을 때, 실행 결과는?",https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m72.gif,i = 0,i = 1,i = 3,i = 4,4,,68,
,7,73,"다음 JAVA 프로그램이 실행되었을 때, 실행 결과는?",https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m73.gif,BCDABCA,BCDABCC,CDDACCC,CDDACCA,2,,54,
,7,74,개발 환경 구성을 위한 빌드(Build) 도구에 해당하지 않는 것은?,,Ant,Kerberos,Maven,Gradle,2,,63,
,7,75,"3개의 페이지 프레임을 갖는 시스템에서 페이지 참조 순서가 1, 2, 1, 0, 4, 1, 3 일 경우 FIFO 알고리즘에 의한 페이지 교체의 경우 프레임의 최종 상태는?",,"1, 2, 0","2, 4, 3","1, 4, 2","4, 1, 3",4,,66,
,7,76,"다음 C언어 프로그램이 실행되었을 때, 실행 결과는?",https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m76.gif,E,V,R,O,3,,47,
,7,77,"다음 Python 프로그램이 실행되었을 때, 실행 결과는?",https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m77.gif,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m77b1.gif,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m77b2.gif,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m77b3.gif,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m77b4.gif,1,,74,
,7,78,"C언어에서 정수 변수 a, b에 각각 1, 2가 저장되어 있을 때 다음 식의 연산 결과로 옳은 것은?",https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m78.gif,0,1,3,5,2,,53,
,7,79,"다음 Python 프로그램이 실행되었을 때, 실행 결과는?",https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m79.gif,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m79b1.gif,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m79b2.gif,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m79b3.gif,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m79b4.gif,2,,62,
,7,80,UNIX 시스템의 쉘(shell)의 주요 기능에 대한 설명이 아닌 것은?,,사용자 명령을 해석하고 커널로 전달하는 기능을 제공한다.,반복적인 명령 프로그램을 만드는 프로그래밍 기능을 제공한다.,쉘 프로그램 실행을 위해 프로세스와 메모리를 관리한다.,초기화 파일을 이용해 사용자 환경을 설정하는 기능을 제공한다.,3,,42,
,7,81,소프트웨어 생명주기 모델 중 나선형 모델(Spiral Model)과 관련한 설명으로 틀린 것은??,,소프트웨어 개발 프로세스를 위험 관리(Risk Management) 측면에서 본 모델이다.,위험 분석(Risk Analysis)은 반복적인 개발 진행 후 주기의 마지막 단계에서 최종적으로 한 번 수행해야 한다.,시스템을 여러 부분으로 나누어 여러 번의 개발 주기를 거치면서 시스템이 완성된다.,요구사항이나 아키텍처를 이해하기 어렵다거나 중심이 되는 기술에 문제가 있는 경우 적합한 모델이다.,2,,68,
,7,82,정보시스템과 관련한 다음 설명에 해당하는 것은?,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m82.gif,고가용성 솔루션(HACMP),점대점 연결 방식(Point-to-Point Mode),스턱스넷(Stuxnet),루팅(Rooting),1,,47,
,7,83,"위조된 매체 접근 제어(MAC) 주소를 지속적으로 네트워크로 흘려보내, 스위치 MAC 주소 테이블의 저장 기능을 혼란시켜 더미 허브(Dummy Hub)처럼 작동하게 하는 공격은?",,Parsing,LAN Tapping,Switch Jamming,FTP Flooding,3,,54,
,7,84,다음 내용이 설명하는 스토리지 시스템은?,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m84.gif,DAS,NAS,BSA,NFC,1,,63,
,7,85,취약점 관리를 위해 일반적으로 수행하는 작업이 아닌 것은?,,무결성 검사,응용 프로그램의 보안 설정 및 패치(Patch) 적용,중단 프로세스 및 닫힌 포트 위주로 확인,불필요한 서비스 및 악성 프로그램의 확인과 제거,3,,74,
,7,86,소프트웨어 생명주기 모델 중 V 모델과 관련한 설명으로 틀린 것은?,,요구 분석 및 설계단계를 거치지 않으며 항상 통합 테스트를 중심으로 V 형태를 이룬다.,Perry에 의해 제안되었으며 세부적인 테스트 과정으로 구성되어 신뢰도 높은 시스템을 개발하는데 효과적이다.,개발 작업과 검증 작업 사이의 관계를 명확히 들어내 놓은 폭포수 모델의 변형이라고 볼 수 있다.,폭포수 모델이 산출물 중심이라면 V 모델은 작업과 결과의 검증에 초점을 둔다.,1,,54,
,7,87,블루투스(Bluetooth) 공격과 해당 공격에 대한 설명이 올바르게 연결된 것은?,,블루버그(BlueBug) - 블루투스의 취약점을 활용하여 장비의 파일에 접근하는 공격으로 OPP를 사용하여 정보를 열람,블루스나프(BlueSnarf) - 블루투스를 이용해 스팸처럼 명함을 익명으로 퍼뜨리는 것,블루프린팅(BluePrinting) - 블루투스 공격 장치의 검색 활동을 의미,블루재킹(BlueJacking) - 블루투스 장비사이의 취약한 연결 관리를 악용한 공격,3,,44,
,7,88,DoS(Denial of Service) 공격과 관련한 내용으로 틀린 것은?,,Ping of Death 공격은 정상 크기보다 큰 ICMP 패킷을 작은 조각(Fragment)으로 쪼개어 공격 대상이 조각화 된 패킷을 처리하게 만드는 공격 방법이다.,Smurf 공격은 멀티캐스트(Multicast)를 활용하여 공격 대상이 네트워크의 임의의 시스템에 패킷을 보내게 만드는 공격이다.,SYN Flooding은 존재하지 않는 클라이언트가 서버별로 한정된 접속 가능 공간에 접속한 것처럼 속여 다른 사용자가 서비스를 이용하지 못하게 하는 것이다.,Land 공격은 패킷 전송 시 출발지 IP주소와 목적지 IP주소 값을 똑같이 만들어서 공격 대상에게 보내는 공격 방법이다.,2,,38,
,7,89,다음 설명에 해당하는 시스템은?,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m89.gif,Apache,Hadoop,Honeypot,MapReduce,3,,64,
,7,90,다음이 설명하는 IT 기술은?,https://www.cbtbank.kr/images/iz/iz20220305/iz20220305m90.gif,StackGuard,Docker,Cipher Container,Scytale,2,,53,
,7,91,간트 차트(Gantt Chart)에 대한 설명으로 틀린 것은?,,프로젝트를 이루는 소작업 별로 언제 시작되고 언제 끝나야 하는지를 한 눈에 볼 수 있도록 도와준다.,자원 배치 계획에 유용하게 사용된다.,CPM 네트워크로부터 만드는 것이 가능하다.,수평 막대의 길이는 각 작업(Task)에 필요한 인원수를 나타낸다.,4,,64,
,7,92,Python 기반의 웹 크롤링(Web Crawling) 프레임워크로 옳은 것은?,,Li-fi,Scrapy,CrawlCat,SBAS,2,,47,
